Label:, CH1-2: é¸îgêîâûìöä÷êî
DateTime:, Thu Feb 08 16:41:17 2018
DataKind:, CH1-2, FRF, Mag
DataPoints:, 1601
DataCalc:, H1
Frequency:, 0.000 , 4000.000, Hz
Sample:, 4096, Internal
Average:, 3, Power/Sum
Voltage(CH1):, -20.000, dBVrms
Voltage(CH2):, -10.000, dBVrms
EU/V(CH1):, 3.757E+001
EU/V(CH2):, 1.088E+003
Window(CH1):, Rect
Window(CH2):, Rect
X-AxisScale:, Lin
X-AxisUnit:, Hz
Y-AxisScale:, Log
Y-AxisUnit:, m/s2/N
Y-AxisMagniude:
0.00000000E+000, 3.46582718E+001
2.50000000E+000, 1.67128740E+001
5.00000000E+000, 1.18493716E+001
7.50000000E+000, 9.88989535E+000
1.00000000E+001, 5.39600987E+000
1.25000000E+001, 1.27341062E+001
1.50000000E+001, 2.46798733E+000
1.75000000E+001, 3.42852702E+000
2.00000000E+001, 6.31882614E+000
2.25000000E+001, 8.46388673E+000
2.50000000E+001, 4.30465425E+000
2.75000000E+001, 6.95833795E+000
3.00000000E+001, 4.53321827E+000
3.25000000E+001, 2.89552530E+000
3.50000000E+001, 2.59234706E+000
3.75000000E+001, 1.84128808E+000
4.00000000E+001, 2.08950975E+000
4.25000000E+001, 3.35514850E+000
4.50000000E+001, 2.31146533E+000
4.75000000E+001, 3.95748538E-001
5.00000000E+001, 3.02944438E+000
5.25000000E+001, 2.46628622E+000
5.50000000E+001, 1.22559094E+000
5.75000000E+001, 2.08762457E+000
6.00000000E+001, 2.27879091E+000
6.25000000E+001, 2.21347774E+000
6.50000000E+001, 1.21575325E+000
6.75000000E+001, 2.67086120E+000
7.00000000E+001, 2.05201677E+000
7.25000000E+001, 2.04932695E+000
7.50000000E+001, 2.42459741E+000
7.75000000E+001, 3.52802510E+000
8.00000000E+001, 1.61964555E+000
8.25000000E+001, 1.74860866E+000
8.50000000E+001, 2.10117294E+000
8.75000000E+001, 1.26726787E+000
9.00000000E+001, 3.55893735E+000
9.25000000E+001, 1.31468055E+000
9.50000000E+001, 1.39286492E+000
9.75000000E+001, 6.71499691E-001
1.00000000E+002, 1.43999171E+000
1.02500000E+002, 2.81687930E+000
1.05000000E+002, -1.59665562E-001
1.07500000E+002, 1.45156070E+000
1.10000000E+002, 4.85417990E+000
1.12500000E+002, 3.45636958E+000
1.15000000E+002, 1.50899793E+000
1.17500000E+002, 1.83396685E+000
1.20000000E+002, 1.20608854E+000
1.22500000E+002, 7.57876333E-001
1.25000000E+002, -2.41481084E+000
1.27500000E+002, -3.01507621E+000
1.30000000E+002, -1.55660348E+000
1.32500000E+002, 6.81152099E-002
1.35000000E+002, 6.79707399E-001
1.37500000E+002, 1.26718512E+000
1.40000000E+002, 9.56689089E+000
1.42500000E+002, 2.53323187E+001
1.45000000E+002, 1.55264395E+001
1.47500000E+002, 1.10614764E+001
1.50000000E+002, 8.87535492E+000
1.52500000E+002, 8.43553766E+000
1.55000000E+002, 7.98456022E+000
1.57500000E+002, 7.51600732E+000
1.60000000E+002, 6.26037906E+000
1.62500000E+002, 6.86388003E+000
1.65000000E+002, 5.46985732E+000
1.67500000E+002, 4.77627324E+000
1.70000000E+002, 5.05948803E+000
1.72500000E+002, 5.14998233E+000
1.75000000E+002, 2.98298505E+000
1.77500000E+002, 3.14030837E+000
1.80000000E+002, 3.75640289E+000
1.82500000E+002, 4.00841493E+000
1.85000000E+002, 5.12431765E+000
1.87500000E+002, 3.53376462E+000
1.90000000E+002, 5.08377109E+000
1.92500000E+002, 4.98763294E+000
1.95000000E+002, 5.40042266E+000
1.97500000E+002, 5.42029696E+000
2.00000000E+002, 3.20652694E+000
2.02500000E+002, 4.18760298E+000
2.05000000E+002, 3.12485567E+000
2.07500000E+002, 4.23804003E+000
2.10000000E+002, 4.29773190E+000
2.12500000E+002, 2.15116256E+000
2.15000000E+002, 2.12293770E+000
2.17500000E+002, 4.22317457E+000
2.20000000E+002, 7.51557758E-001
2.22500000E+002, 3.23438591E+000
2.25000000E+002, 3.87538507E+000
2.27500000E+002, 2.81114642E+000
2.30000000E+002, 4.14427911E+000
2.32500000E+002, 2.93093054E+000
2.35000000E+002, 3.75377782E+000
2.37500000E+002, 1.79891213E+000
2.40000000E+002, 3.09601278E+000
2.42500000E+002, 2.75935463E+000
2.45000000E+002, 1.44233412E+000
2.47500000E+002, 3.52242891E+000
2.50000000E+002, 4.01848175E+000
2.52500000E+002, 2.70811288E+000
2.55000000E+002, 1.34361232E+000
2.57500000E+002, 3.21898812E+000
2.60000000E+002, 1.52670874E+000
2.62500000E+002, 2.90358806E+000
2.65000000E+002, 1.57462940E+000
2.67500000E+002, 2.98926255E+000
2.70000000E+002, 3.12619524E+000
2.72500000E+002, 3.40911760E+000
2.75000000E+002, 2.25283166E+000
2.77500000E+002, 2.06665422E+000
2.80000000E+002, 4.56455215E+000
2.82500000E+002, 2.79007803E+000
2.85000000E+002, 2.13900413E+000
2.87500000E+002, 3.39757215E+000
2.90000000E+002, 3.45052960E+000
2.92500000E+002, 4.38779003E+000
2.95000000E+002, 4.82388422E+000
2.97500000E+002, 4.63374867E+000
3.00000000E+002, 5.18900451E+000
3.02500000E+002, 5.70195097E+000
3.05000000E+002, 5.92117867E+000
3.07500000E+002, 5.46452080E+000
3.10000000E+002, 6.16618347E+000
3.12500000E+002, 5.27697599E+000
3.15000000E+002, 6.52340813E+000
3.17500000E+002, 5.86709409E+000
