Label:, CH1-2: é¸îgêîâûìöä÷êî
DateTime:, Thu Feb 08 16:45:40 2018
DataKind:, CH1-2, FRF, Mag
DataPoints:, 1601
DataCalc:, H1
Frequency:, 0.000 , 4000.000, Hz
Sample:, 4096, Internal
Average:, 3, Power/Sum
Voltage(CH1):, -20.000, dBVrms
Voltage(CH2):, -10.000, dBVrms
EU/V(CH1):, 3.757E+001
EU/V(CH2):, 1.088E+003
Window(CH1):, Rect
Window(CH2):, Rect
X-AxisScale:, Lin
X-AxisUnit:, Hz
Y-AxisScale:, Log
Y-AxisUnit:, m/s2/N
Y-AxisMagniude:
0.00000000E+000, 2.75438338E+001
2.50000000E+000, 4.32948244E+000
5.00000000E+000, 1.84909352E+000
7.50000000E+000, 7.90604108E+000
1.00000000E+001, 1.11429144E+001
1.25000000E+001, 1.62533491E+001
1.50000000E+001, 4.74980776E+000
1.75000000E+001, 1.00197184E+001
2.00000000E+001, 9.46772672E+000
2.25000000E+001, 5.82610411E+000
2.50000000E+001, 4.88944868E+000
2.75000000E+001, 1.05437487E+000
3.00000000E+001, 3.08323899E+000
3.25000000E+001, 3.25152704E+000
3.50000000E+001, -9.05042496E+000
3.75000000E+001, -4.19857117E+000
4.00000000E+001, 4.07040833E+000
4.25000000E+001, -7.85349618E+000
4.50000000E+001, -1.75479539E+000
4.75000000E+001, -4.42218212E+000
5.00000000E+001, -4.44163176E+000
5.25000000E+001, 6.64306550E+000
5.50000000E+001, -9.70802148E+000
5.75000000E+001, -2.92059110E+000
6.00000000E+001, 2.28628416E+000
6.25000000E+001, -1.04420121E+001
6.50000000E+001, 2.85565774E+000
6.75000000E+001, -1.61892449E+001
7.00000000E+001, -2.13806423E+000
7.25000000E+001, 4.23278648E-001
7.50000000E+001, -7.47651411E+000
7.75000000E+001, -3.73962529E+000
8.00000000E+001, -2.28292858E+000
8.25000000E+001, -1.31011586E+001
8.50000000E+001, -5.66761811E+000
8.75000000E+001, -1.50856105E+001
9.00000000E+001, -6.37935150E+000
9.25000000E+001, -1.35574105E+001
9.50000000E+001, -1.00849898E+001
9.75000000E+001, -6.15056533E+000
1.00000000E+002, -2.27778476E+000
1.02500000E+002, 1.80513256E+000
1.05000000E+002, -4.08873718E+000
1.07500000E+002, 1.39141901E-001
1.10000000E+002, 2.06757510E+000
1.12500000E+002, -1.46693997E+000
1.15000000E+002, 3.29648202E+000
1.17500000E+002, 7.73934105E+000
1.20000000E+002, 2.01928724E+000
1.22500000E+002, 7.75643752E+000
1.25000000E+002, 1.02060587E+001
1.27500000E+002, 1.22317799E+001
1.30000000E+002, 1.40104517E+001
1.32500000E+002, 1.71024416E+001
1.35000000E+002, 1.95862312E+001
1.37500000E+002, 2.27606047E+001
1.40000000E+002, 2.81191587E+001
1.42500000E+002, 4.24153150E+001
1.45000000E+002, 3.22612006E+001
1.47500000E+002, 2.64640423E+001
1.50000000E+002, 2.29163792E+001
1.52500000E+002, 2.04877413E+001
1.55000000E+002, 1.83418901E+001
1.57500000E+002, 1.78951833E+001
1.60000000E+002, 1.80711779E+001
1.62500000E+002, 1.61104947E+001
1.65000000E+002, 1.65448050E+001
1.67500000E+002, 1.54311416E+001
1.70000000E+002, 1.13487189E+001
1.72500000E+002, 1.34806720E+001
1.75000000E+002, 1.39646407E+001
1.77500000E+002, 1.35677202E+001
1.80000000E+002, 1.24725413E+001
1.82500000E+002, 1.25723256E+001
1.85000000E+002, 1.28572040E+001
1.87500000E+002, 1.18242816E+001
1.90000000E+002, 1.16349965E+001
1.92500000E+002, 1.21881920E+001
1.95000000E+002, 1.09951010E+001
1.97500000E+002, 1.21361574E+001
2.00000000E+002, 1.18017428E+001
2.02500000E+002, 1.16408919E+001
2.05000000E+002, 1.18840026E+001
2.07500000E+002, 1.23262975E+001
2.10000000E+002, 9.73017096E+000
2.12500000E+002, 1.18100259E+001
2.15000000E+002, 1.08854814E+001
2.17500000E+002, 9.45385539E+000
2.20000000E+002, 9.54226080E+000
2.22500000E+002, 1.15774411E+001
2.25000000E+002, 1.09866588E+001
2.27500000E+002, 1.03350782E+001
2.30000000E+002, 8.41287107E+000
2.32500000E+002, 1.02249557E+001
2.35000000E+002, 1.01362839E+001
2.37500000E+002, 8.72060185E+000
2.40000000E+002, 1.09705220E+001
2.42500000E+002, 9.99742597E+000
2.45000000E+002, 8.47074566E+000
2.47500000E+002, 1.12750339E+001
2.50000000E+002, 9.30534158E+000
2.52500000E+002, 9.89037196E+000
2.55000000E+002, 1.08373544E+001
2.57500000E+002, 9.12921337E+000
2.60000000E+002, 1.00044617E+001
2.62500000E+002, 1.05633363E+001
2.65000000E+002, 1.01377973E+001
2.67500000E+002, 1.11737528E+001
2.70000000E+002, 1.06111297E+001
2.72500000E+002, 1.06461757E+001
2.75000000E+002, 9.62949204E+000
2.77500000E+002, 1.04720327E+001
2.80000000E+002, 9.61777618E+000
2.82500000E+002, 1.08967972E+001
2.85000000E+002, 1.05994400E+001
2.87500000E+002, 1.04443867E+001
2.90000000E+002, 1.05122118E+001
2.92500000E+002, 9.82955826E+000
2.95000000E+002, 9.47977309E+000
2.97500000E+002, 9.66839449E+000
3.00000000E+002, 1.15784152E+001
3.02500000E+002, 1.02662054E+001
3.05000000E+002, 8.16556857E+000
3.07500000E+002, 9.24293614E+000
3.10000000E+002, 8.71297040E+000
3.12500000E+002, 9.16615673E+000
3.15000000E+002, 1.16756376E+001
3.17500000E+002, 9.60357675E+000
3.20000000E+002, 9.90819283E+000
3.22500000E+002, 9.99947231E+000
3.25000000E+002, 1.06874057E+001
3.27500000E+002, 1.08327606E+001
3.30000000E+002, 1.11100922E+001
3.32500000E+002, 8.65046954E+000
3.35000000E+002, 8.98585954E+000
3.37500000E+002, 9.92321211E+000
3.40000000E+002, 1.06757510E+001
3.42500000E+002, 9.87789362E+000
3.45000000E+002, 9.21425610E+000
3.47500000E+002, 1.05380331E+001
3.50000000E+002, 9.44105524E+000
3.52500000E+002, 8.64444462E+000
3.55000000E+002, 9.01981560E+000
3.57500000E+002, 8.87959841E+000
3.60000000E+002, 1.01122854E+001
3.62500000E+002, 9.97515808E+000
3.65000000E+002, 8.80044693E+000
3.67500000E+002, 9.88463344E+000
3.70000000E+002, 1.10433386E+001
3.72500000E+002, 1.01517528E+001
3.75000000E+002, 9.62112086E+000
3.77500000E+002, 1.06567739E+001
3.80000000E+002, 1.00237051E+001
3.82500000E+002, 9.22297260E+000
3.85000000E+002, 1.03162205E+001
3.87500000E+002, 9.72149633E+000
3.90000000E+002, 9.76025133E+000
3.92500000E+002, 8.89233666E+000
3.95000000E+002, 1.05277486E+001
3.97500000E+002, 1.09342695E+001
4.00000000E+002, 1.07594747E+001
4.02500000E+002, 9.50817290E+000
4.05000000E+002, 9.27378100E+000
4.07500000E+002, 9.79054207E+000
4.10000000E+002, 9.95971952E+000
4.12500000E+002, 9.37778459E+000
4.15000000E+002, 9.38598369E+000
