Label:, CH1-2: é¸îgêîâûìöä÷êî
DateTime:, Thu Feb 08 16:42:00 2018
DataKind:, CH1-2, FRF, Mag
DataPoints:, 1601
DataCalc:, H1
Frequency:, 0.000 , 4000.000, Hz
Sample:, 4096, Internal
Average:, 3, Power/Sum
Voltage(CH1):, -20.000, dBVrms
Voltage(CH2):, -10.000, dBVrms
EU/V(CH1):, 3.757E+001
EU/V(CH2):, 1.088E+003
Window(CH1):, Rect
Window(CH2):, Rect
X-AxisScale:, Lin
X-AxisUnit:, Hz
Y-AxisScale:, Log
Y-AxisUnit:, m/s2/N
Y-AxisMagniude:
0.00000000E+000, 2.25548293E+001
2.50000000E+000, 1.49045659E+001
5.00000000E+000, 1.24119487E+001
7.50000000E+000, 8.31118422E+000
1.00000000E+001, 1.18058867E+001
1.25000000E+001, 1.81327803E+001
1.50000000E+001, 1.82063133E+001
1.75000000E+001, 1.72814471E+001
2.00000000E+001, 1.80821780E+001
2.25000000E+001, 1.38267476E+001
2.50000000E+001, 1.48562202E+001
2.75000000E+001, 1.49044553E+001
3.00000000E+001, 1.39448841E+001
3.25000000E+001, 1.31422384E+001
3.50000000E+001, 1.29944820E+001
3.75000000E+001, 1.33347578E+001
4.00000000E+001, 1.26601605E+001
4.25000000E+001, 1.14636869E+001
4.50000000E+001, 8.32648991E+000
4.75000000E+001, 8.93084029E+000
5.00000000E+001, 8.49049848E+000
5.25000000E+001, 9.33173063E+000
5.50000000E+001, 6.73866026E+000
5.75000000E+001, 7.73401283E+000
6.00000000E+001, 6.83921269E+000
6.25000000E+001, 6.19170916E+000
6.50000000E+001, 4.14256296E+000
6.75000000E+001, 4.28945245E+000
7.00000000E+001, 5.51026593E+000
7.25000000E+001, 3.67734765E+000
7.50000000E+001, 5.90635734E+000
7.75000000E+001, 5.93924619E+000
8.00000000E+001, 2.75858170E+000
8.25000000E+001, 8.01428077E+000
8.50000000E+001, 5.12713213E+000
8.75000000E+001, 6.27019556E+000
9.00000000E+001, 6.48245171E+000
9.25000000E+001, 6.19922765E+000
9.50000000E+001, 7.45247611E+000
9.75000000E+001, 7.70571904E+000
1.00000000E+002, 8.57756089E+000
1.02500000E+002, 9.09690150E+000
1.05000000E+002, 9.18204412E+000
1.07500000E+002, 9.51021239E+000
1.10000000E+002, 1.15340433E+001
1.12500000E+002, 1.24937435E+001
1.15000000E+002, 1.37783057E+001
1.17500000E+002, 1.45636219E+001
1.20000000E+002, 1.56204692E+001
1.22500000E+002, 1.78641771E+001
1.25000000E+002, 1.87875634E+001
1.27500000E+002, 2.05182258E+001
1.30000000E+002, 2.26554364E+001
1.32500000E+002, 2.53261160E+001
1.35000000E+002, 2.81118413E+001
1.37500000E+002, 3.14857234E+001
1.40000000E+002, 3.68732526E+001
1.42500000E+002, 5.08979388E+001
1.45000000E+002, 3.93699635E+001
1.47500000E+002, 3.33568929E+001
1.50000000E+002, 3.00794253E+001
1.52500000E+002, 2.80666284E+001
1.55000000E+002, 2.67606996E+001
1.57500000E+002, 2.57716809E+001
1.60000000E+002, 2.47198219E+001
1.62500000E+002, 2.40089687E+001
1.65000000E+002, 2.34198702E+001
1.67500000E+002, 2.30108420E+001
1.70000000E+002, 2.26759875E+001
1.72500000E+002, 2.24371406E+001
1.75000000E+002, 2.18477787E+001
1.77500000E+002, 2.18692131E+001
1.80000000E+002, 2.15624699E+001
1.82500000E+002, 2.13049744E+001
1.85000000E+002, 2.15473745E+001
1.87500000E+002, 2.15490392E+001
1.90000000E+002, 2.10291662E+001
1.92500000E+002, 2.14995787E+001
1.95000000E+002, 2.10784940E+001
1.97500000E+002, 2.14216698E+001
2.00000000E+002, 2.09778961E+001
2.02500000E+002, 2.14065114E+001
2.05000000E+002, 2.09395543E+001
2.07500000E+002, 2.06762054E+001
2.10000000E+002, 2.06310181E+001
2.12500000E+002, 2.11922277E+001
2.15000000E+002, 2.05673979E+001
2.17500000E+002, 2.11815253E+001
2.20000000E+002, 2.13937992E+001
2.22500000E+002, 2.11585825E+001
2.25000000E+002, 2.10154742E+001
2.27500000E+002, 2.11827554E+001
2.30000000E+002, 2.12142063E+001
2.32500000E+002, 2.12672725E+001
2.35000000E+002, 2.15458057E+001
2.37500000E+002, 2.14814033E+001
2.40000000E+002, 2.16267435E+001
2.42500000E+002, 2.16026225E+001
2.45000000E+002, 2.17466703E+001
2.47500000E+002, 2.15835789E+001
2.50000000E+002, 2.17951545E+001
2.52500000E+002, 2.16248704E+001
2.55000000E+002, 2.19150899E+001
2.57500000E+002, 2.18769040E+001
2.60000000E+002, 2.19504738E+001
2.62500000E+002, 2.19670484E+001
2.65000000E+002, 2.20709227E+001
2.67500000E+002, 2.19790169E+001
2.70000000E+002, 2.21738674E+001
2.72500000E+002, 2.22135123E+001
2.75000000E+002, 2.24568689E+001
2.77500000E+002, 2.25207626E+001
2.80000000E+002, 2.23461009E+001
2.82500000E+002, 2.22637662E+001
2.85000000E+002, 2.25047942E+001
2.87500000E+002, 2.26651694E+001
2.90000000E+002, 2.23968622E+001
2.92500000E+002, 2.27529687E+001
2.95000000E+002, 2.27727761E+001
2.97500000E+002, 2.27473456E+001
3.00000000E+002, 2.28497087E+001
3.02500000E+002, 2.28789982E+001
3.05000000E+002, 2.26779871E+001
3.07500000E+002, 2.28843812E+001
3.10000000E+002, 2.30581949E+001
