Label:, CH1-2: é¸îgêîâûìöä÷êî
DateTime:, Thu Feb 08 16:37:04 2018
DataKind:, CH1-2, FRF, Mag
DataPoints:, 1601
DataCalc:, H1
Frequency:, 0.000 , 4000.000, Hz
Sample:, 4096, Internal
Average:, 3, Power/Sum
Voltage(CH1):, -20.000, dBVrms
Voltage(CH2):, -10.000, dBVrms
EU/V(CH1):, 3.757E+001
EU/V(CH2):, 1.088E+003
Window(CH1):, Rect
Window(CH2):, Rect
X-AxisScale:, Lin
X-AxisUnit:, Hz
Y-AxisScale:, Log
Y-AxisUnit:, m/s2/N
Y-AxisMagniude:
0.00000000E+000, 5.29468063E+001
2.50000000E+000, 2.50575194E+001
5.00000000E+000, 2.18784011E+001
7.50000000E+000, 2.08678944E+001
1.00000000E+001, 2.03541624E+001
1.25000000E+001, 1.86699875E+001
1.50000000E+001, 2.06102045E+001
1.75000000E+001, 2.02648209E+001
2.00000000E+001, 1.90626555E+001
2.25000000E+001, 1.91557813E+001
2.50000000E+001, 1.93368888E+001
2.75000000E+001, 1.68919296E+001
3.00000000E+001, 1.88220943E+001
3.25000000E+001, 1.68931379E+001
3.50000000E+001, 1.53940749E+001
3.75000000E+001, 1.51903233E+001
4.00000000E+001, 1.46005052E+001
4.25000000E+001, 1.32850324E+001
4.50000000E+001, 1.43990596E+001
4.75000000E+001, 1.26776442E+001
5.00000000E+001, 1.21443341E+001
5.25000000E+001, 1.22724614E+001
5.50000000E+001, 1.23942475E+001
5.75000000E+001, 1.11289991E+001
6.00000000E+001, 1.05780905E+001
6.25000000E+001, 1.10356310E+001
6.50000000E+001, 1.13489399E+001
6.75000000E+001, 1.16772649E+001
7.00000000E+001, 1.00832087E+001
7.25000000E+001, 9.51621723E+000
7.50000000E+001, 9.45994095E+000
7.75000000E+001, 8.76417253E+000
8.00000000E+001, 8.53981537E+000
8.25000000E+001, 1.18305700E+001
8.50000000E+001, 8.95263362E+000
8.75000000E+001, 1.00693866E+001
9.00000000E+001, 1.02077050E+001
9.25000000E+001, 8.17683250E+000
9.50000000E+001, 8.58659384E+000
9.75000000E+001, 8.52930053E+000
